order_id,order_date,customer_id,customer_name,customer_email,customer_segment,product_name,quantity,unit_price,discount_percent,shipping_region,shipping_city,shipping_cost,shipping_method,payment_method,payment_status,transaction_id,rating,review_text,return_flag,return_reason
ORD0016690,2023-05-15,CUST02810,,@.com,,Phone Stand,3,816.44,0.23,South,Ahmedabad,50.78,Standard,COD,Paid,TXN84334,3,Good value,False,
ORD0002330,2023-07-21,CUST00572,,@.com,Standard,Gaming Chair,8,12796.23,0.08,South,Delhi,15.46,Standard,,Pending,TXN72063,,Excellent!,False,
ORD0014498,2023-06-13,CUST02373,Alok Reddy,alok.reddy@yahoo.com,Silver,Monitor,10,16605.28,0.12,East,Mumbai,28.08,Express,Credit Card,Pending,TXN68520,5,Will buy again,False,
ORD0019356,2023-02-04,CUST01205,Manish Joshi,manish.joshi@hotmail.com,Gold,USB Cable,7,188.02,2.5,South,Chennai,39.61,,UPI,Paid,TXN95707,2,???,False,
ORD0012692,2024-01-10,CUST02957,Sunil Yadav,sunil.yadav@hotmail.com,Standard,Headphones,9,3738.71,0.16,Central,Kolkata,66.02,Express,Credit Card,Paid,TXN10781,2,Poor quality,False,
ORD0009468,2023-07-03,CUST00972,Amit Kumar,amit.kumar@hotmail.com,Premium,Webcam,2,2755.86,0.04,South,Hyderabad,2.09,Standard,Debit Card,Paid,TXN48316,2,Good value,False,
ORD0007992,2023-08-11,CUST02729,Raj Yadav,no-email,New,Laptop,4,60375.99,0.19,North,Hyderabad,15.28,Standard,Credit Card,Pending,TXN27190,5,Will buy again,False,
ORD0017512,2023-09-16,CUST00391,Pooja Malhotra,pooja.malhotra@hotmail.com,Silver,Monitor,3,15827.64,0.37,East,Pune,27.54,Standard,Credit Card,Paid,TXN97071,3,,False,
ORD0012069,2024-08-02,CUST00215,Alok Gupta,alok.gupta@yahoo.com,Standard,Tablet,6,28402.71,0.05,West,Lucknow,38.2,,Credit Card,Paid,TXN65416,4,Poor quality,Yes,Better price
ORD0000319,2023-06-25,CUST02927,Sunil Patel,sunil.patel@hotmail.com,Standard,Smart Watch,0,7320.79,0.33,West,Mumbai,88.73,Express,Credit Card,Paid,TXN70527,3,Will buy again,True,Better price
ORD0001537,2023-04-01,CUST02723,Sunil Patel,sunil.patel@yahoo.com,Gold,Monitor,5,13972.13,0.09,North,Mumba,24.88,Standard,NetBanking,Failed,TXN78782,5,Great product!,False,
ORD0001472,2023-05-15,CUST01851,Manish Patel,manish.patel@gmail.com,Standard,USB Cable,7,181.41,0.33,North,Hyderabad,37.06,Standard,Credit Card,Paid,TXN88005,5,Not satisfied,False,
ORD0013260,2023-07-08,CUST02568,Neha Kumar,neha.kumar@gmail.com,Silver,Speakers,1,4090.03,0.32,East,Kolkata,72.42,Same Day,,Paid,TXN68692,3,Good value,False,
ORD0010894,2023-12-15,CUST02270,Amit Gupta,amit.gupta@hotmail.com,Gold,Speakers,5,contact,0.19,South,Ahmedabad,53.03,Pickup,Credit Card,Paid,TXN62830,4,Average,False,
ORD0001370,2024-10-15,CUST02398,Suresh Malhotra,suresh.malhotra@yahoo.com,Premium,USB Cable,1,226.37,0.38,North,Hyderabad,13.84,Express,Debit Card,,TXN10137,5,Not satisfied,False,
ORD0000741,2023-09-06,CUST01510,Suresh Yadav,user@domain,Standard,Smart Watch,10,8139.3,0.38,North,Mumbai,46.68,Standard,Debit Card,Paid,TXN28274,5,Poor quality,Yes,Defective
ORD0012205,2024-01-10,CUST01936,Raj Patel,raj.patel@hotmail.com,Gold,Headphones,8,3673.81,0.3,North,Mumbai,62.37,Standard,UPI,Paid,TXN44749,5,???,No,
ORD0001189,2023-05-07,CUST02328,Alok Gupta,alok.gupta@rediffmail.com,Gold,Webcam,4,free,0.29,South,Mumbai,80.33,Same Day,UPI,Paid,TXN55859,2,Not satisfied,False,
ORD0011794,invalid,CUST00108,Manish Joshi,manish.joshi@hotmail.com,,Headphones,10,,0.03,East,Pune,91.6,Standard,Credit Card,Paid,TXN38722,5,Will buy again,False,
ORD0000891,2023-03-19,CUST01665,Vikas Kumar,vikas.kumar@yahoo.com,Premium,Headphones,5,3997.68,0.24,East,Bangalore,52.18,Standard,Debit Card,Paid,TXN35422,,,False,
ORD0010908,2023-03-14,CUST00118,Kavita Yadav,kavita.yadav@gmail.com,Standard,Speakers,6,3689.55,0.07,North,Kolkata,91.95,Standard,COD,Paid,TXN17684,4,Good value,False,
ORD0018774,2023-01-24,CUST01000,Priya Yadav,priya.yadav@gmail.com,Standard,Webcam,3,2616.01,0.16,West,Mumbai,4.26,Standard,Debit Card,Paid,TXN60162,1,Excellent!,False,
ORD0007384,2024-03-22,CUST00859,Meera Yadav,meera.yadav@yahoo.com,Standard,USB Cable,-5,190.81,0.06,North,Pune,12.96,Standard,Credit Card,Refunded,TXN15175,5,Good value,True,Defective
ORD0003488,2024-07-01,CUST02900,Shweta Verma,shweta.verma@gmail.com,Standard,Smart Watch,3,6902.65,0.12,West,Ahmedabad,88.84,Standard,Credit Card,Paid,TXN82513,4,Average,,
ORD0006045,2024-12-10,CUST01878,null,null@gmail.com,Silver,Mouse,4,690.35,0.4,North,Chennai,53.59,Standard,Debit Card,Refunded,TXN62304,1,???,False,
ORD0010412,2024-11-18,CUST02260,,invalid@@,Silver,Desk Lamp,10,1467.26,,South,Mumbai,15.83,Standard,UPI,Paid,TXN13475,4,Great product!,False,
ORD0017350,2024-05-15,CUST01309,Priya Singh,priya.singh@rediffmail.com,Standard,Mouse,4,745.95,0.02,South,Hyderabad,90.25,Standard,Debit Card,Pending,TXN68708,5,Poor quality,True,
ORD0001234,2023-03-21,CUST00743,Ritu Joshi,ritu.joshi@hotmail.com,Standard,USB Cable,1,227.74,0.22,West,Hyderabad,65.17,Express,UPI,Paid,TXN44585,4,Excellent!,Yes,Better price
ORD0010716,2023-03-02,CUST01889,Raj Patel,raj.patel@yahoo.com,Gold,Keyboard,1,2393.74,0.17,Central,Ahmedabad,50.99,Standard,Debit Card,Paid,TXN68060,5,,False,
ORD0014329,2024-11-23,CUST01623,Anjali Sharma,@.com,Standard,Printer,7,13455.42,0.24,West,Pune,79.18,Same Day,Credit Card,Paid,TXN36876,4,Poor quality,Y,Not needed
ORD0011038,2023-08-11,CUST01968,,no-email,Standard,USB Cable,10,225.95,0.2,North,Chennai,81.82,Standard,COD,Failed,TXN31132,3,Damaged,False,
ORD0011287,2023-10-12,CUST00647,Alok Joshi,alok.joshi@rediffmail.com,Standard,Headphones,10,3802.86,0.1,West,Lucknow,87.86,Standard,Debit Card,Pending,TXN89525,5,Excellent!,N,
ORD0011807,2023-11-12,CUST00919,Amit Joshi,amit.joshi@yahoo.com,Premium,External HDD,3,6098.58,0.2,Central,Lucknow,84.31,Express,UPI,Pending,TXN50406,3,Damaged,False,
ORD0012138,2023-12-17,CUST01808,Manish Yadav,manish.yadav@gmail.com,Premium,USB Cable,1,228.6,0.17,North,Delhi,0.11,,NetBanking,Paid,TXN87896,3,NA,False,
ORD0013964,2024-05-24,CUST02411,Pooja Gupta,pooja.gupta@hotmail.com,Standard,Mouse,2,756.35,,East,Hyderabad,64.99,Standard,Debit Card,Paid,TXN41559,5,Good value,False,
ORD0016267,2024-09-28,CUST02740,Vikas Gupta,vikas.gupta@gmail.com,Gold,Laptop,10,-55000,0.04,East,Ahmedabad,52.43,Same Day,UPI,Paid,TXN83636,4,Late delivery,False,
ORD0001292,2024-11-15,CUST00440,Vikas Patel,vikas.patel@yahoo.com,Silver,Smart Watch,1,8458.9,0.37,South,Ahmedabad,66.37,Standard,Debit Card,,TXN76516,5,Not satisfied,Yes,Defective
ORD0012363,2023-11-25,CUST02430,Manish Kumar,manish.kumar@hotmail.com,Silver,Speakers,1,4289.31,0.37,West,Hyderabad,80.73,Standard,Credit Card,Paid,TXN10508,4,NA,False,
ORD0012207,2023-05-05,CUST00357,Priya Reddy,priya.reddy@yahoo.com,New,Printer,2,13710.69,0.08,West,Bangalore,19.34,Standard,Debit Card,Paid,TXN75901,3,NA,False,
ORD0011082,2024-07-02,CUST00263,Suresh Kumar,suresh.kumar@gmail.com,,Speakers,2,4002.2,0.24,West,Delhi,78.54,Same Day,UPI,,TXN20214,5,NA,False,
ORD0016805,2023-07-28,CUST01990,Ritu Gupta,ritu.gupta@gmail.com,Standard,Desk Lamp,1,1356.8,0.08,South,Kolkata,4.28,Standard,Debit Card,Pending,TXN44212,1,Good value,False,
ORD0011312,2024-04-15,CUST01178,Suresh Yadav,suresh.yadav@rediffmail.com,Gold,Printer,2,12151.26,0.08,West,Jaipur,20.8,Standard,COD,Paid,TXN23928,1,Excellent!,False,
ORD0007863,2024-09-16,CUST00027,Priya Singh,priya.singh@rediffmail.com,Gold,USB Cable,1,208.11,0.34,East,Delhi,44.84,Standard,Credit Card,Paid,TXN86743,,???,False,
ORD0014015,2024-08-17,CUST00494,Suresh Yadav,suresh.yadav@yahoo.com,Premium,Smart Watch,1,7101.25,0.06,East,Lucknow,49.52,Express,Credit Card,Paid,TXN75400,5,Late delivery,False,
ORD0015299,2024-10-02,CUST02959,Kavita Kumar,kavita.kumar@rediffmail.com,Standard,Headphones,9,3831.04,0.33,North,Kolkata,63.08,Same Day,NetBanking,Paid,TXN47699,5,Late delivery,False,
ORD0000563,2024-04-07,CUST00152,Priya Malhotra,priya.malhotra@rediffmail.com,Silver,Monitor,10,14811.99,0.22,North,Ahmedabad,86.23,Standard,COD,Paid,TXN72330,3,NA,False,
ORD0001032,2024-03-11,CUST02194,Vikas Kumar,vikas.kumar@gmail.com,Silver,Gaming Chair,5,60000,0.13,South,Delhi,10.11,Express,Credit Card,Pending,TXN87566,4,Excellent!,True,Damaged
ORD0005766,2023-01-15,CUST02954,unknown,unknown@yahoo.com,Gold,Monitor,3,13708.04,0.37,East,Bangalore,28.88,Express,Wallet,Pending,TXN84945,5,Damaged,False,
ORD0018289,2024-05-10,CUST00128,Sunil Sharma,sunil.sharma@yahoo.com,Gold,Power Bank,2,1911.73,0.01,South,Delhi,72.79,Standard,Credit Card,,TXN11796,5,Late delivery,False,
ORD0019152,2024-05-11,CUST02222,Shweta Malhotra,shweta.malhotra@gmail.com,New,Speakers,3,4400.93,0.09,South,Bangalore,20.12,Express,COD,Paid,TXN25804,5,Will buy again,False,
ORD0019711,2023-01-13,CUST02793,Shweta Singh,shweta.singh@yahoo.com,Silver,Mouse,9,808.08,0.36,West,Mumbai,52.46,Standard,UPI,Refunded,TXN38277,5,???,True,Better price
ORD0007059,2024-04-16,CUST01275,Vikas Malhotra,vikas.malhotra@yahoo.com,Silver,Monitor,1,75000,0.07,South,Mumbai,1.17,Express,Credit Card,Paid,TXN79944,5,,False,
ORD0004378,2024-11-19,CUST02582,Anjali Patel,anjali.patel@hotmail.com,Silver,USB Cable,1,220.03,0.1,West,Bangalore,55.9,Standard,Credit Card,Paid,TXN56650,,Good value,False,
ORD0010501,2024-03-06,CUST01377,Suresh Yadav,suresh.yadav@hotmail.com,Silver,Power Bank,9,2148.61,0.19,South,Hyderabad,34.26,,NetBanking,Pending,TXN46246,4,Good value,False,
ORD0018988,2024-06-09,CUST00671,Pooja Patel,pooja.patel@hotmail.com,New,Webcam,0,2818.89,0.07,North,Delhi,,Standard,Credit Card,Paid,TXN38007,,Excellent!,False,
ORD0006977,2024-07-24,CUST01897,Alok Sharma,alok.sharma@gmail.com,Standard,Router,6,2624.6,0.27,East,Mumbai,52.01,Standard,NetBanking,Paid,TXN65224,1,Will buy again,False,
ORD0017985,2024-03-10,CUST00923,Alok Kumar,@.com,Premium,Power Bank,8,2099.05,0.18,North,Hyderabad,71.93,Standard,Debit Card,Paid,TXN83296,1,Average,False,
ORD0019481,2023-04-08,CUST00276,Ritu Patel,ritu.patel@gmail.com,Standard,Tablet,3,27972.13,0.17,North,Hyderabad,89.66,Same Day,Credit Card,Paid,TXN13900,3,Late delivery,False,
ORD0011115,2023-11-15,CUST02865,Neha Gupta,neha.gupta@yahoo.com,Standard,Laptop,9,54609.43,0.31,South,Ahmedabad,14.04,Standard,Credit Card,Paid,TXN59918,5,Late delivery,False,
ORD0005713,2024-08-11,CUST01883,Alok Joshi,alok.joshi@rediffmail.com,Premium,Gaming Chair,9,10315.02,0.03,West,Lucknow,1.21,Standard,Debit Card,Pending,TXN59995,3,Damaged,False,
ORD0007641,2023-08-04,CUST00932,Shweta Patel,shweta.patel@hotmail.com,Standard,USB Cable,2,175.67,0.22,East,Delhi,14.44,Standard,Debit Card,Paid,TXN64768,3,Damaged,False,
ORD0001250,2023-11-21,CUST02898,Amit Singh,amit.singh@hotmail.com,Premium,Tablet,4,27521.26,0.06,North,Chennai,38.84,Express,UPI,Chargeback,TXN99954,2,Not satisfied,,
ORD0017484,2023-12-27,CUST00907,Sunil Reddy,sunil.reddy@gmail.com,Standard,External HDD,2,5465.6,0.17,North,Mumbai,21.16,Standard,Debit Card,Paid,TXN23177,3,NA,False,
ORD0019491,2023-07-18,CUST00324,Alok Malhotra,alok.malhotra@rediffmail.com,Gold,Keyboard,7,2554.74,0.32,South,Pune,9.93,Standard,NetBanking,Paid,TXN63439,2,Not satisfied,False,
ORD0002219,2024-07-19,CUST00688,Raj Reddy,raj.reddy@gmail.com,Gold,Tablet,-1,21468.15,0.34,South,Lucknow,41.61,Same Day,NetBanking,Pending,TXN83653,2,Average,False,
ORD0019989,2024-04-26,CUST02886,Kavita Reddy,kavita.reddy@hotmail.com,Gold,Speakers,1,,0.34,West,Pune,7.96,Express,NetBanking,Paid,TXN62543,5,???,False,
ORD0017986,2024-08-16,CUST00535,Rahul Gupta,rahul.gupta@yahoo.com,Standard,Smart Watch,6,8934.71,0.05,South,Mumbai,88.66,Express,Debit Card,Refunded,TXN93803,,Good value,True,Not needed
ORD0018711,2024-02-30,CUST01039,Shweta Singh,shweta.singh@hotmail.com,Standard,Keyboard,three,2391.92,0.12,Central,Bangalor,1.77,Standard,Credit Card,Paid,TXN51328,5,???,No,
ORD0017697,2024-04-10,CUST01269,Kavita Sharma,kavita.sharma@yahoo.com,Standard,Laptop,3,56760.73,0.38,South,Lucknow,6.56,Standard,Credit Card,Refunded,TXN53924,5,Late delivery,False,
ORD0019564,2024-09-14,CUST02890,Amit Singh,amit.singh@hotmail.com,Gold,Gaming Chair,9,13160.55,,West,Delhi,52.71,Standard,Credit Card,Refunded,TXN92809,5,Good value,False,
ORD0017516,2023-05-23,CUST00980,Manish Patel,manish.patel@yahoo.com,Premium,Power Bank,1,1898.36,0.25,East,Hyderabad,91.44,Standard,Debit Card,Paid,TXN52213,5,???,False,
ORD0013554,2024-10-03,CUST00989,Manish Yadav,manish.yadav@yahoo.com,Gold,Mouse,9,799.78,0.18,South,Kolkata,95.79,Standard,Credit Card,Paid,TXN55475,5,Will buy again,False,
ORD0011220,2024-01-16,CUST01711,Sunil Verma,sunil.verma@rediffmail.com,Silver,Laptop,3,51386.96,0.29,South,Mumbai,43.3,,Credit Card,Pending,TXN69712,4,NA,False,
ORD0013605,2023-08-06,CUST00305,Suresh Sharma,suresh.sharma@gmail.com,Silver,USB Cable,1,225.22,0.38,West,Lucknow,60.23,Express,Credit Card,Paid,TXN70237,5,,False,
ORD0016293,2023-12-26,CUST02985,Priya Yadav,priya.yadav@yahoo.com,Gold,Monitor,4,12950.84,0.09,Central,Hyderabad,61.53,Standard,Debit Card,Paid,TXN83776,5,Late delivery,False,
ORD0016607,2024-03-15,CUST02889,Neha Gupta,neha.gupta@rediffmail.com,Premium,Mouse,7,909.11,0.34,South,Bangalore,49.56,Standard,Debit Card,Paid,TXN25163,,Good value,False,
ORD0006335,2024-05-03,CUST01305,Anjali Joshi,anjali.joshi@gmail.com,Silver,Speakers,1,3474.28,0.11,West,Lucknow,90.39,Standard,Credit Card,Refunded,TXN94435,5,Will buy again,Y,Defective
ORD0004550,2023-01-16,CUST01077,Rahul Joshi,rahul.joshi@rediffmail.com,Silver,USB Cable,4,175.66,0.2,South,Hyderabad,37.89,Standard,Credit Card,Paid,TXN72391,5,,False,
ORD0013899,2023-02-05,CUST01432,Priya Singh,priya.singh@hotmail.com,Silver,Phone Stand,1,N/A,0.2,West,Bangalore,84.66,Standard,Debit Card,Pending,TXN30725,5,Damaged,,
ORD0007045,2024-10-05,CUST02949,Meera Patel,meera.patel@rediffmail.com,Premium,Tablet,5,27793.54,0.35,North,Delhi,29.51,,UPI,Paid,TXN65441,4,Poor quality,,
ORD0009329,2023-06-17,CUST01423,Vikas Joshi,vikas.joshi@yahoo.com,Premium,Laptop,5,56585.37,0.2,North,Kolkata,84.47,Standard,Credit Card,Pending,TXN22221,4,Will buy again,False,
ORD0012064,2023-02-15,CUST00523,Sunil Verma,sunil.verma@yahoo.com,Premium,External HDD,3,5817.29,0.13,West,Chennai,31.44,Pickup,Debit Card,Pending,TXN66091,4,Good value,False,
ORD0010407,2023-06-22,CUST00344,Raj Gupta,raj.gupta@gmail.com,Standard,Laptop,7,52841.85,0.17,South,Hyderabad,34.99,Standard,Debit Card,Paid,TXN54020,4,???,False,
ORD0002355,2024-07-01,CUST02724,Kavita Yadav,kavita.yadav@hotmail.com,New,Monitor,2,14688.18,0.26,North,Pune,76.0,Standard,Credit Card,Paid,TXN31117,5,Average,False,
ORD0017793,2024-05-25,CUST01610,Vikas Malhotra,vikas.malhotra@gmail.com,Standard,Gaming Chair,5,11377.1,0.2,South,Delhi,8.09,Standard,Debit Card,Paid,TXN25266,3,Good value,False,
ORD0009852,2024-08-02,CUST01179,Amit Sharma,amit.sharma@rediffmail.com,Gold,Smart Watch,10,8647.32,0.25,South,Jaipur,84.48,Standard,Debit Card,Pending,TXN85686,1,Not satisfied,False,
ORD0017129,2024-03-13,CUST01127,Vikas Yadav,,Silver,Tablet,1,26548.35,0.32,East,Pune,67.08,Standard,Debit Card,Paid,TXN36905,3,Not satisfied,False,
ORD0005328,2024-06-26,CUST00772,Meera Gupta,meera.gupta@gmail.com,Silver,Phone Stand,6,897.69,0.15,South,Hyderabad,3.38,Express,Credit Card,Paid,TXN97521,1,Late delivery,True,Not needed
ORD0001435,2024-06-15,CUST00163,Manish Malhotra,manish.malhotra@rediffmail.com,Premium,Phone Stand,2,contact,0.34,North,Lucknow,67.63,Standard,Debit Card,Paid,TXN40211,4,Late delivery,False,
ORD0000265,2024-09-02,CUST02132,Neha Sharma,neha.sharma@gmail.com,Gold,Router,2,3347.34,0.32,North,Ahmedabad,81.38,Standard,UPI,Paid,TXN23971,0,Late delivery,False,
ORD0008325,2024-11-02,CUST01672,Manish Sharma,manish.sharma@hotmail.com,New,Printer,7,13238.64,,North,Jaipur ,27.7,Standard,UPI,Paid,TXN13242,5,Excellent!,False,
ORD0018878,2023-03-16,CUST02741,Suresh Malhotra,suresh.malhotra@hotmail.com,Standard,Router,1,2645.65,0.04,North,Mumbai,23.13,Pickup,Credit Card,Paid,TXN20660,4,Great product!,False,
ORD0015481,2024-11-11,CUST00981,Amit Kumar,amit.kumar@hotmail.com,Standard,Keyboard,10,2489.63,0.34,South,Delhi,98.82,Same Day,Debit Card,Paid,TXN21188,5,Will buy again,Yes,Damaged
ORD0017393,2024-04-22,CUST00411,Suresh Singh,suresh.singh@hotmail.com,Standard,Desk Lamp,2,1340.32,0.38,South,Chennai,99.94,Standard,Credit Card,Pending,TXN81344,3,,False,
ORD0018340,2024-03-08,CUST01537,Shweta Malhotra,shweta.malhotra@yahoo.com,Silver,Webcam,6,N/A,0.05,North,Bangalore,19.05,Pickup,Wallet,Paid,TXN98289,,Late delivery,False,
ORD0014263,2024-06-25,CUST02774,Manish Yadav,manish.yadav@rediffmail.com,Standard,Tablet,9,21921.07,0.28,South,Ahmedabad,58.52,Standard,Credit Card,Pending,TXN46554,2,Damaged,False,
ORD0006348,2024-06-05,CUST02533,Pooja Malhotra,pooja.malhotra@hotmail.com,Standard,Tablet,7,24087.68,0.22,North,Lucknow,82.31,,Credit Card,Paid,TXN12397,4,Great product!,False,
ORD0008585,2023-09-18,CUST02139,Kavita Gupta,kavita.gupta@yahoo.com,Silver,Keyboard,9,2394.65,0.18,South,Jaipur,31.06,Standard,Credit Card,Paid,TXN21880,4,Excellent!,False,
ORD0003379,2023-06-09,CUST02091,Raj Reddy,raj.reddy@yahoo.com,Gold,Laptop,10,57002.4,0.36,West,Ahmedabad,30.45,Standard,Credit Card,Paid,TXN83181,3,???,False,
ORD0015138,2024-12-14,CUST00807,Priya Malhotra,priya.malhotra@gmail.com,Premium,Gaming Chair,5,contact,0.13,North,Ahmedabad,42.94,Standard,Credit Card,Paid,TXN61028,,Not satisfied,False,
ORD0018158,2023-09-04,CUST02843,Meera Verma,meera.verma@rediffmail.com,Standard,External HDD,1,6830.55,0.12,West,Ahmedabad,56.71,Standard,,Pending,TXN88809,,???,False,
ORD0008621,2023-05-24,CUST02492,Vikas Reddy,vikas.reddy@gmail.com,Gold,Gaming Chair,4,13572.95,0.24,North,Delhi,17.93,Standard,UPI,Paid,TXN85519,,Excellent!,False,
ORD0001438,2023-05-01,CUST01507,Priya Kumar,priya.kumar@yahoo.com,Silver,Webcam,1,3184.31,0.05,South,Lucknow,7.73,Express,UPI,Refunded,TXN57954,5,Poor quality,False,
ORD0016974,2023-10-02,CUST02481,Rahul Joshi,rahul.joshi@hotmail.com,New,Monitor,8,free,0.23,South,Hyderabad,69.14,Standard,Debit Card,Paid,TXN53251,5,Average,False,
ORD0007961,2023-02-07,CUST02080,Alok Reddy,alok.reddy@yahoo.com,,External HDD,8,5261.97,0.02,East,Delhi,26.31,Standard,NetBanking,Paid,TXN18440,5,,False,
ORD0012370,2024-07-05,CUST02198,Sunil Reddy,sunil.reddy@gmail.com,Standard,Printer,7,10220.96,0.29,West,Lucknow,81.34,,Credit Card,Chargeback,TXN78492,5,NA,False,
ORD0004693,2023-09-27,CUST02746,Rahul Reddy,rahul.reddy@gmail.com,Standard,Printer,4,free,0.27,North,Bangalore,50.07,Same Day,UPI,Paid,TXN99454,4,Good value,False,
ORD0007442,2023-12-10,CUST02514,Shweta Yadav,shweta.yadav@yahoo.com,Silver,Tablet,4,22996.97,0.02,North,Mumbai,53.69,Express,Debit Card,Pending,TXN20871,4,Great product!,False,
ORD0006256,2023-07-22,CUST02054,Alok Gupta,alok.gupta@gmail.com,Silver,External HDD,8,6499.59,0.38,South,Kolkata,60.18,Standard,NetBanking,Pending,TXN53773,4,Poor quality,False,
ORD0007990,2024-10-16,CUST01410,Amit Verma,amit.verma@gmail.com,Premium,Webcam,5,2581.26,0.28,East,Pune,91.86,Standard,UPI,Paid,TXN88369,4,NA,False,
ORD0008595,2023-11-06,CUST01184,Meera Sharma,meera.sharma@hotmail.com,Silver,Tablet,1,27190.99,0.07,West,Hyderabad,58.2,Standard,UPI,Paid,TXN36626,5,Excellent!,False,
ORD0019049,2024-04-04,CUST00728,Manish Gupta,manish.gupta@hotmail.com,Gold,Headphones,2,4017.54,0.18,South,Ahmedabad,89.59,Standard,Credit Card,Paid,TXN85620,5,Late delivery,False,
ORD0010679,2024-08-21,CUST01949,Manish Reddy,manish.reddy@rediffmail.com,Standard,Webcam,2,2865.06,0.22,South,Chennai,28.1,Standard,Credit Card,Chargeback,TXN66615,4,Average,False,
ORD0000066,2024-01-06,CUST00930,Ritu Joshi,ritu.joshi@gmail.com,Standard,Desk Lamp,2,1367.16,0.05,East,Jaipur,7.17,Standard,COD,Paid,TXN38827,4,Poor quality,False,
ORD0014444,2024-10-12,CUST01467,Vikas Singh,vikas.singh@rediffmail.com,Gold,Laptop,2,58600.75,0.15,East,Ahmedabad,1.42,Express,NetBanking,Failed,TXN47444,3,Will buy again,False,
ORD0016909,2024-08-16,CUST01721,Ritu Malhotra,ritu.malhotra@rediffmail.com,Silver,Mouse,6,845.45,0.1,South,Jaipur,58.03,Standard,Credit Card,Paid,TXN90684,3,NA,False,
ORD0018728,2023-04-26,CUST01264,Kavita Kumar,kavita.kumar@rediffmail.com,Premium,Gaming Chair,6,13458.98,0.19,East,Ahmedabad,98.05,Standard,Credit Card,Paid,TXN19357,3,???,False,
ORD0006186,,CUST02733,Manish Gupta,manish.gupta@rediffmail.com,Premium,USB Cable,5,228.84,0.19,North,Mumbai,94.67,Express,UPI,Paid,TXN80254,5,Not satisfied,True,Better price
ORD0015962,2023-04-13,CUST02854,Neha Gupta,neha.gupta@gmail.com,Gold,Gaming Chair,2,12731.86,0.1,East,Delhi,19.21,Express,Credit Card,Paid,TXN28470,,Great product!,False,
ORD0002866,2023-08-28,CUST01945,Priya Sharma,priya.sharma@gmail.com,Silver,Laptop,10,52806.18,0.36,Central,Delhi,53.83,Standard,Credit Card,Pending,TXN35424,5,,False,
ORD0013316,2024-06-18,CUST00242,Neha Singh,neha.singh@hotmail.com,Gold,USB Cable,-1,172.69,0.35,East,Bangalore,91.05,Standard,NetBanking,Paid,TXN27541,2,Late delivery,False,
ORD0011881,2024-03-27,CUST01313,Priya Reddy,priya.reddy@hotmail.com,Gold,Printer,2,11807.57,0.22,East,Delhi,0.09,Express,Credit Card,Paid,TXN62596,5,Will buy again,False,
ORD0005114,2023-12-19,CUST01084,Vikas Kumar,vikas.kumar@rediffmail.com,Silver,Phone Stand,1,916.89,0.14,West,Jaipur,89.44,,UPI,Paid,TXN50437,4,Average,False,
ORD0004409,2024-04-24,CUST00598,,invalid@@,Standard,Headphones,1,3924.26,0.26,West,Hyderabad,12.82,Standard,Debit Card,Paid,TXN17330,5,Average,False,
ORD0006026,15/01/2024,CUST02512,Raj Malhotra,raj.malhotra@gmail.com,Standard,Power Bank,1,2273.16,0.39,North,Delhi,0.23,Standard,Debit Card,Paid,TXN71042,4,Late delivery,False,
ORD0010022,2024-12-13,CUST01901,Pooja Verma,pooja.verma@rediffmail.com,Standard,Tablet,9,contact,0.11,South,Chennai,35.99,Same Day,Debit Card,Paid,TXN27087,3,Will buy again,False,
ORD0006891,2024-01-26,CUST02858,Shweta Verma,shweta.verma@yahoo.com,Standard,External HDD,7,5729.06,,North,Hyderabad,35.99,Standard,Credit Card,Paid,TXN84500,5,Late delivery,False,
ORD0007513,2023-06-01,CUST00820,Kavita Malhotra,kavita.malhotra@rediffmail.com,Premium,Power Bank,9,1983.71,0.01,North,Lucknow,47.93,Express,UPI,Paid,TXN12690,5,Damaged,False,
ORD0001422,2024-09-02,CUST00249,Ritu Sharma,ritu.sharma@rediffmail.com,,Mouse,,839.46,0.34,North,Mumbai,2.69,Express,UPI,Paid,TXN34377,4,Late delivery,False,
ORD0012732,2023-01-01,CUST02551,Amit Sharma,amit.sharma@rediffmail.com,Gold,Headphones,4,3329.41,0.33,South,Chennai,39.65,Standard,Debit Card,Pending,TXN18310,5,,True,Defective
ORD0010966,2024-12-08,CUST02472,Neha Kumar,neha.kumar@rediffmail.com,Standard,Desk Lamp,8,1555.85,0.15,South,Ahmedabad,19.91,,,Paid,TXN42570,5,,False,
ORD0018757,2024-11-26,CUST00295,Kavita Sharma,kavita.sharma@gmail.com,Gold,Laptop,3,53715.76,0.08,North,Pune,64.79,Express,Credit Card,Failed,TXN59409,,Excellent!,False,
ORD0008001,2024-02-25,CUST00689,Priya Patel,priya.patel@rediffmail.com,Gold,Smart Watch,-2,8470.75,0.13,West,Lucknow,88.73,Standard,UPI,Paid,TXN98160,3,Average,False,
ORD0007103,2023-06-26,CUST02782,Priya Kumar,priya.kumar@hotmail.com,Standard,USB Cable,1,217.4,0.23,East,Mumbai,54.55,Same Day,Credit Card,Paid,TXN33611,3,Average,False,
ORD0004350,2023-04-15,CUST00611,Pooja Reddy,pooja.reddy@yahoo.com,Gold,USB Cable,8,208.95,0.01,South,Ahmedabad,83.89,Standard,Credit Card,Paid,TXN99198,5,Will buy again,False,
